1751.1097,-2106.4529,13.5469,183.1979  
2652.6418,-1989.9175,13.9988,182.7107        
2489.5225,-1957.9258,13.5881,2.3440   
2689.5203,-1695.9354,10.0517,39.5312 
2770.5393,-1628.3069,12.1775,4.9637   
2807.9282,-1176.8883,25.3805,173.6018 
2552.5417,-958.0850,82.6345,280.2542       
2232.1309,-1159.5679,25.8906,103.2939   
2388.1003,-1279.8933,25.1291,94.3321      
2481.1885,-1536.7186,24.1467,273.4944      
2495.0720,-1687.5278,13.5150,359.6696   
2306.8252,-1675.4340,13.9221,2.6271    
2191.8403,-1455.8251,25.5391,267.9925     
1830.1359,-1092.1849,23.8656,94.0113    
2015.3630,-1717.2535,13.5547,93.3655   
1654.7091,-1656.8516,22.5156,177.9729     
1219.0851,-1812.8058,16.5938,190.0045   
1508.6849,-1059.0846,25.0625,1.8058         
1421.0819,-885.3383,50.6531,3.6516     
1133.8237,-1272.1558,13.5469,192.4113   
1235.2196,-1608.6111,13.5469,181.2655    
590.4648,-1252.2269,18.2116,25.0473
842.5260,-1007.7679,28.4185,213.9953    
911.9332,-1232.6490,16.9766,5.2999    
477.6021,-1496.6207,20.4345,266.9252   
255.4621,-1366.3256,53.1094,312.0852     
281.5446,-1261.4562,73.9319,305.0017    
790.1918,-839.8533,60.6328,191.9514   
1299.1859,-801.4249,84.1406,269.5274  
1240.3170,-2036.6886,59.9575,276.4659   
2215.5181,-2627.8174,13.5469,273.7786
2509.4346,-2637.6543,13.6453,358.3565
