1435.8024,2662.3647,11.3926,1.1650
1457.4762,2773.4868,10.8203,272.2754
1739.6390,2803.0569,14.2735,285.3929
1870.3096,2785.2471,14.2734,42.3102
1959.7142,2754.6863,10.8203,181.4731
2314.2556,2759.4504,10.8203,93.2711
2216.5674,2715.0334,10.8130,267.6540
2101.4192,2678.7874,10.8130,92.0607
1951.1090,2660.3877,10.8203,180.8461
1666.6949,2604.9861,10.8203,179.8495
2808.3367,2421.5107,11.0625,136.2060
2633.3203,2349.7061,10.6719,178.7175
2606.6348,2161.7490,10.8203,88.7508
2616.5286,2100.6226,10.8158,177.7834
2491.8816,2397.9370,10.8203,266.6003
2531.7891,2530.3223,21.8750,91.6686
2340.6677,2530.4324,10.8203,177.8630
2097.6855,2491.3313,14.8390,181.8117
1893.1000,2423.2412,11.1782,269.4385
1698.9330,2241.8320,10.8203,357.8584
1479.4559,2249.0769,11.0234,306.3790
1298.1548,2083.4016,10.8127,256.7034
1117.8785,2304.1514,10.8203,81.5490
1108.9878,1705.8639,10.8203,0.6785
1423.9780,1034.4188,10.8203,90.9590
1537.4377,752.0641,11.0234,271.6893
1917.9590,702.6984,11.1328,359.2682
2089.4785,658.0414,11.2707,357.3572
2489.8286,928.3251,10.8280,67.2245
2697.4717,856.4916,9.8360,267.0983
2845.6104,1288.1444,11.3906,3.6506
2437.9370,1293.1442,10.8203,86.3830
2299.5430,1451.4177,10.8203,269.1287
2214.3008,2041.9165,10.8203,268.7626
2005.9174,2152.0835,10.8203,270.1372
2222.1042,1837.4220,10.8203,88.6461
2025.6753,1916.4363,12.3382,272.5852
2087.9902,1516.5336,10.8203,48.9300
2172.1624,1398.7496,11.0625,91.3783
2139.1841,987.7975,10.8203,0.2315
1860.9672,1030.2910,10.8203,271.6988
1673.2345,1316.1067,10.8203,177.7294
1412.6187,2000.0596,14.7396,271.3568
